"Year","Month","Year_Month","precip_mm","Ca_flux","Mg_flux","K_flux","Na_flux","Al_Ferron_flux","TMAl_flux","OMAl_flux","Al_ICP_flux","NH4_flux","SO4_flux","NO3_flux","Cl_flux","PO4_flux","DOC_flux","TDN_flux","DON_flux","SiO2_flux","Mn_flux","Fe_flux","F_flux","H_flux","pH_volwt","SpecCond_volwt"
1973,"04","1973-04",118.3,58.2,31.99,29.98,200.82,-888.88,-888.88,-888.88,-888.88,81.07,2009.5,1592.25,338.81,25.94,-888.88,-888.88,-888.88,94.11,-888.88,-888.88,-888.88,56.4952,4.32,-888.888
1973,"05","1973-05",181.2,105.85,22.53,64.67,46.55,-888.88,-888.88,-888.88,-888.88,279.97,4917.3,2992.91,742.03,7.81,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,125.6196,4.16,-888.888
1973,"06","1973-06",373.4,296.15,66.8,108.29,303.34,-888.88,-888.88,-888.88,-888.88,567.29,11916.5,5756.48,685.81,7.1,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,223.8307,4.22,30.975
1973,"07","1973-07",87,188.02,36.35,48.27,22.26,-888.88,-888.88,-888.88,-888.88,384.37,4049.6,1705.49,213.38,3.38,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,79.3674,4.04,45.43
1973,"08","1973-08",115,79.9,15.7,38.8,37.08,-888.88,-888.88,-888.88,-888.88,245.49,4661.45,1598.35,289.62,2.91,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,90.9659,4.1,37.818
1973,"09","1973-09",142.2,101.93,22.39,43.62,75.67,-888.88,-888.88,-888.88,-888.88,365.14,7135.5,3033.06,323.48,0.7,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,151.3982,3.97,38.699
1973,"10","1973-10",98.6,133.39,30.61,113.3,95.68,-888.88,-888.88,-888.88,-888.88,323.91,2224.4,1902.93,324.94,42.5,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,77.7299,4.1,29.479
1973,"11","1973-11",128.9,163.22,23.12,50.05,89.8,-888.88,-888.88,-888.88,-888.88,269.6,3209.45,2922.08,225.68,6.83,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,98.9386,4.11,34.351
1973,"12","1973-12",287,132.36,44.04,65.49,277.33,-888.88,-888.88,-888.88,-888.88,156.28,2521.3,1959.51,626.99,18.31,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,66.4638,4.64,12.643
1974,"01","1974-01",114.5,75.72,17.57,34.45,64.76,-888.88,-888.88,-888.88,-888.88,164.3,2177.7,1939.82,261.63,4.38,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,55.6396,4.31,25.197
1974,"02","1974-02",94.3,82.72,10.6,10.21,77.23,-888.88,-888.88,-888.88,-888.88,83.61,1538.4,1271.55,186.95,0,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,39.4796,4.38,21.176
1974,"03","1974-03",136.1,198.74,45.52,45.31,167.21,-888.88,-888.88,-888.88,-888.88,184.91,2557.7,2431.41,328.75,0,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,56.8205,4.38,22.874
1974,"04","1974-04",145.5,305.47,43.9,57.05,104.39,-888.88,-888.88,-888.88,-888.88,332.03,4237.5,3032.01,276.46,0.62,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,102.9781,4.15,31.63
1974,"05","1974-05",165.9,205.56,52.18,98,88.59,-888.88,-888.88,-888.88,-888.88,510.28,5596.05,2454.2,430.45,48.97,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,-888.88,136.4696,4.08,36.014
1974,"06","1974-06",121,88.15,18.46,33.74,45.2,-888.88,-888.88,-888.88,-888.88,139.42,2439.8,1034.86,225.44,4.79,-888.88,-888.88,-888.88,68.45,-888.88,-888.88,-888.88,60.9213,4.3,20.08
1974,"07","1974-07",111,171.96,29.29,38.04,44.49,-888.88,-888.88,-888.88,-888.88,376.27,5001.1,1742.47,208.58,16.56,-888.88,-888.88,-888.88,87.85,-888.88,-888.88,-888.88,108.8541,4.01,42.865
1974,"08","1974-08",137.7,45.09,13.77,29.43,29.43,-888.88,-888.88,-888.88,-888.88,82.62,3419.1,1276.83,166.14,5.22,-888.88,-888.88,-888.88,94.95,-888.88,-888.88,-888.88,81.9799,4.23,26.88
1974,"09","1974-09",171.9,106.39,17.19,53.67,41.51,-888.88,-888.88,-888.88,-888.88,269.3,4900.3,2074.49,750.74,0,-888.88,-888.88,-888.88,85.95,-888.88,-888.88,-888.88,107.9283,4.2,27.974
1974,"10","1974-10",47.8,40.14,5.5,36.2,9.82,-888.88,-888.88,-888.88,-888.88,73,870.8,570.44,186.68,0.72,-888.88,-888.88,-888.88,27.5,-888.88,-888.88,-888.88,23.2485,4.31,22.052
1974,"11","1974-11",117.8,18.2,15.71,110.77,70.29,-888.88,-888.88,-888.88,-888.88,176.6,1965.6,1706.75,291.95,3.13,-888.88,-888.88,-888.88,74.55,-888.88,-888.88,-888.88,56.7648,4.32,25.855
1974,"12","1974-12",110.7,35.96,53.15,33.74,364.57,-888.88,-888.88,-888.88,-888.88,113.77,2144.9,1838.91,658.25,5.08,-888.88,-888.88,-888.88,55.35,-888.88,-888.88,-888.88,53.2831,4.32,26.008
1975,"01","1975-01",121.2,58.7,18.94,29.82,108.97,-888.88,-888.88,-888.88,-888.88,90.75,1699.2,1955.4,301.41,8.47,-888.88,-888.88,-888.88,60.6,-888.88,-888.88,-888.88,47.2084,4.41,21.401
1975,"02","1975-02",93.3,61.1,11.5,16.14,51.2,-888.88,-888.88,-888.88,-888.88,96.5,1499.1,1757.1,199.26,5.74,-888.88,-888.88,-888.88,46.65,-888.88,-888.88,-888.88,44.0331,4.33,25.673
1975,"03","1975-03",167.6,172.02,113.18,50.9,831.96,-888.88,-888.88,-888.88,-888.88,275.43,4295.9,3290.2,1478.03,1.51,-888.88,-888.88,-888.88,83.8,-888.88,-888.88,-888.88,92.0323,4.26,33.52
1975,"04","1975-04",68.4,149.76,20.98,24.24,51.14,-888.88,-888.88,-888.88,-888.88,311.28,2571,1629.06,214.84,2.66,-888.88,-888.88,-888.88,31.56,-888.88,-888.88,-888.88,46.9929,4.16,43.677
1975,"05","1975-05",39.2,124.97,23.63,48.49,22.64,-888.88,-888.88,-888.88,-888.88,207.17,2046.1,1495.8,240.9,13.28,-888.88,-888.88,-888.88,19.6,-888.88,-888.88,-888.88,65.3135,3.78,69.529
1975,"06","1975-06",171.3,93.78,16.61,64.69,55,-888.88,-888.88,-888.88,-888.88,249.3,4210.9,2366.2,371.26,11.82,-888.88,-888.88,-888.88,85.65,-888.88,-888.88,-888.88,121.6799,4.15,29.647
1975,"07","1975-07",181.5,43.23,20.24,21.68,73.89,-888.88,-888.88,-888.88,-888.88,113.6,2994.5,1420.16,214.07,2.09,-888.88,-888.88,-888.88,90.75,-888.88,-888.88,-888.88,77.8315,4.37,18.05
1975,"08","1975-08",96,117.04,18.64,20.52,27.5,-888.88,-888.88,-888.88,-888.88,187.64,4193.4,1645.47,195.35,10.5,-888.88,-888.88,-888.88,48,-888.88,-888.88,-888.88,106.7785,3.95,47.214
1975,"09","1975-09",174.2,127.85,29.09,17.42,87.7,-888.88,-888.88,-888.88,-888.88,117.57,2928.6,1197.94,260.42,3.2,-888.88,-888.88,-888.88,87.1,-888.88,-888.88,-888.88,93.5175,4.27,22.957
1975,"10","1975-10",142.8,150.24,15.52,15.52,16.76,-888.88,-888.88,-888.88,-888.88,30.4,1328.4,330.08,64.56,1.24,-888.88,-888.88,-888.88,71.4,-888.88,-888.88,-888.88,23.7041,4.78,7.988
1975,"11","1975-11",158.2,55.84,19.34,21.47,68.76,-888.88,-888.88,-888.88,-888.88,282.98,3617.3,3622.28,380.56,15.82,-888.88,-888.88,-888.88,89.75,-888.88,-888.88,-888.88,133.7574,4.07,36.905
1975,"12","1975-12",126.5,36.38,13.14,14.62,61.35,-888.88,-888.88,-888.88,-888.88,78.3,1473.1,1175.11,295.92,0.56,-888.88,-888.88,-888.88,105.85,-888.88,-888.88,-888.88,40.5367,4.49,14.745
1976,"01","1976-01",161.5,20.11,37.39,29.43,242.29,-888.88,-888.88,-888.88,-888.88,172.05,3326.1,3532.4,612.87,24.22,-888.88,-888.88,-888.88,81.35,-888.88,-888.88,-888.88,107.1607,4.18,28.313
1976,"02","1976-02",144.5,88.18,23.48,22.97,113.04,-888.88,-888.88,-888.88,-888.88,200.17,2670.8,2176.99,230.17,13.94,-888.88,-888.88,-888.88,72.25,-888.88,-888.88,-888.88,64.6671,4.35,22.106
1976,"03","1976-03",123.6,93.65,14.81,22.27,34.52,-888.88,-888.88,-888.88,-888.88,90.98,1630.2,784.85,180.39,0,-888.88,-888.88,-888.88,61.8,-888.88,-888.88,-888.88,28.2184,4.64,12.541
1976,"04","1976-04",93,46.5,13.96,46.56,23.26,-888.88,-888.88,-888.88,-888.88,181.68,2793.6,810.24,120.88,9.32,-888.88,-888.88,-888.88,69.8,-888.88,-888.88,-888.88,46.9252,4.3,25.983
1976,"05","1976-05",196.3,135.07,40.97,125.56,89.97,-888.88,-888.88,-888.88,-888.88,445.67,6354.6,2663.59,317.14,23.47,-888.88,-888.88,-888.88,136.95,-888.88,-888.88,-888.88,128.5687,4.18,33.309
1976,"06","1976-06",113.1,83.62,19.19,17.05,71.7,36.24,-888.88,-888.88,-888.88,135.69,3422.6,1491.09,275.24,7.88,-888.88,-888.88,-888.88,85.25,-888.88,-888.88,-888.88,73.0012,4.19,37.698
1976,"07","1976-07",110.1,68.96,15.95,44.57,33.25,15.92,-888.88,-888.88,-888.88,193.57,3363.5,1417.17,327.67,31.08,-888.88,-888.88,-888.88,55.05,-888.88,-888.88,-888.88,88.6578,4.09,37.316
1976,"08","1976-08",145.4,72.62,33.9,116.4,70.05,8.65,-888.88,-888.88,-888.88,308,4141.9,1767.65,270.85,37.75,-888.88,-888.88,-888.88,72.7,-888.88,-888.88,-888.88,99.5986,4.16,29.895
1976,"09","1976-09",138.3,88.81,34.11,41.49,142.58,27.97,-888.88,-888.88,-888.88,303.02,5246.1,2770.84,287.02,13.83,-888.88,-888.88,-888.88,69.15,-888.88,-888.88,-888.88,115.8856,4.08,32.274
1976,"10","1976-10",205.5,36.02,22.76,87.29,66.57,51.1,-888.88,-888.88,-888.88,193.47,3275.9,2417.01,251.7,4.42,-888.88,-888.88,-888.88,102.75,-888.88,-888.88,-888.88,83.7647,4.39,22.455
1976,"11","1976-11",76.6,86.16,18.43,19.87,61.05,29.2,-888.88,-888.88,-888.88,211.66,1790.6,2112.5,429.65,12.21,-888.88,-888.88,-888.88,38.3,-888.88,-888.88,-888.88,61.792,4.09,45.528
1976,"12","1976-12",113.8,181.6,28.05,30.14,155.84,34.67,-888.88,-888.88,-888.88,153.82,1479.3,2876.4,618.19,20.21,-888.88,-888.88,-888.88,56.9,-888.88,-888.88,-888.88,64.7677,4.24,32.075
1977,"01","1977-01",91,26.73,9.1,17.81,44.44,26.56,-888.88,-888.88,-888.88,106.36,1033.3,2050.32,564.98,3.42,-888.88,-888.88,-888.88,134.05,-888.88,-888.88,-888.88,43.6874,4.32,24.13
1977,"02","1977-02",86.4,48.88,10.07,17.3,81.43,23.02,-888.88,-888.88,-888.88,338.46,1806.04,2568.19,638.3,6.5,-888.88,-888.88,-888.88,50.5,-888.88,-888.88,-888.88,65.6393,4.12,38.248
1977,"03","1977-03",167.9,132.51,21.35,18.31,79.51,34.34,-888.88,-888.88,-888.88,163.36,1977.52,1466.98,770.44,16.79,-888.88,-888.88,-888.88,94.86,-888.88,-888.88,-888.88,53.1406,4.5,17.836
1977,"04","1977-04",116.8,235.6,46.06,26.22,79.78,27.66,-888.88,-888.88,-888.88,174.88,2400,2784.3,264.88,11.68,-888.88,-888.88,-888.88,65.62,-888.88,-888.88,-888.88,63.2758,4.27,30.397
1977,"05","1977-05",36.7,7.34,7.34,22.02,7.34,0,-888.88,-888.88,-888.88,11.01,330.3,161.48,102.76,3.67,-888.88,-888.88,-888.88,183.5,-888.88,-888.88,-888.88,9.2186,4.6,12.6
1977,"06","1977-06",132.6,90.3,33.93,88.02,30.75,0,-888.88,-888.88,-888.88,204.6,3329.1,1716.54,392.13,16.17,-888.88,-888.88,-888.88,530.7,-888.88,-888.88,-888.88,85.4825,4.19,30.659
1977,"07","1977-07",72.9,48.87,14.56,14.24,15.04,0,-888.88,-888.88,-888.88,143.55,3457.45,1903.04,183.66,7.29,-888.88,-888.88,-888.88,99.85,-888.88,-888.88,-888.88,92.1021,3.9,44.429
1977,"08","1977-08",96.2,114.54,25.39,22.17,30.57,0.18,-888.88,-888.88,-888.88,293.26,7302,3911.59,172.65,9.44,-888.88,-888.88,-888.88,84.6,-888.88,-888.88,-888.88,191.671,3.7,52.179
1977,"09","1977-09",198,39.6,19.8,19.8,19.8,19.8,-888.88,-888.88,-888.88,19.8,1188,653.4,732.6,0,-888.88,-888.88,-888.88,99,-888.88,-888.88,-888.88,39.5062,4.7,5.9
1977,"10","1977-10",193.1,64.37,75.96,60.51,498.26,19.31,-888.88,-888.88,-888.88,34.76,1519.1,1044.08,683.57,5.15,-888.88,-888.88,-888.88,96.55,-888.88,-888.88,-888.88,60.0076,4.51,12.354
1977,"11","1977-11",123.9,41.46,45.21,37.14,301.32,12.39,-888.88,-888.88,-888.88,72.15,1706.9,1177.14,177.08,5.92,-888.88,-888.88,-888.88,61.95,-888.88,-888.88,-888.88,52.7363,4.37,23.072
1977,"12","1977-12",153.2,51.16,22.53,31.17,50.51,7.18,-888.88,-888.88,-888.88,84.93,1550.9,1580.24,217.26,6.59,-888.88,-888.88,-888.88,93.05,-888.88,-888.88,-888.88,48.776,4.5,17.907
1978,"01","1978-01",250.1,76.04,51.92,25.62,264.07,0,-888.88,-888.88,-888.88,60.46,2194.6,1482.06,721.8,19.78,-888.88,-888.88,-888.88,125.05,-888.88,-888.88,-888.88,57.0669,4.64,13.706
1978,"02","1978-02",31.6,21.43,4.85,3.69,22.42,0.85,-888.88,-888.88,-888.88,10.52,274.9,287.92,128.54,0.85,-888.88,-888.88,-888.88,17.4,-888.88,-888.88,-888.88,11.8559,4.43,18.623
1978,"03","1978-03",82.6,126.08,41.78,13.35,194.4,4.37,-888.88,-888.88,-888.88,93.11,2347.3,2125.01,503.4,8.26,-888.88,-888.88,-888.88,43.1,-888.88,-888.88,-888.88,65.7355,4.1,40.403
1978,"04","1978-04",85.2,166.55,43.96,21.78,171.48,31.86,-888.88,-888.88,-888.88,410.6,3741.7,2906.13,574.98,11.16,-888.88,-888.88,-888.88,60.1,-888.88,-888.88,-888.88,108.6888,3.89,64.391
1978,"05","1978-05",113,110.14,24.12,36.94,28.38,11.3,-888.88,-888.88,-888.88,243.42,3520.8,1838.4,199.9,14.8,-888.88,-888.88,-888.88,56.5,-888.88,-888.88,-888.88,86.1852,4.12,33.787
1978,"06","1978-06",148.1,141.29,30.04,53.39,23.66,14.81,-888.88,-888.88,-888.88,308.76,6024.3,2496.78,195.98,21.67,-888.88,-888.88,-888.88,75.45,-888.88,-888.88,-888.88,128.6387,4.06,37.828
1978,"07","1978-07",53.4,65.22,14.22,29.28,7.08,2.34,-888.88,-888.88,-888.88,121.92,2580.6,1024.5,128.34,10.14,-888.88,-888.88,-888.88,29.7,-888.88,-888.88,-888.88,60.5312,3.95,52.852
1978,"08","1978-08",95.9,111.58,17.08,29.89,11.43,4.795,-888.88,-888.88,-888.88,213.76,4056.6,1489.36,202.59,9.36,-888.88,-888.88,-888.88,49.1,-888.88,-888.88,-888.88,96.1184,4,47.54
1978,"09","1978-09",36.3,28.96,12.35,8,32.51,1.815,-888.88,-888.88,-888.88,196.99,1681.4,723.81,129.4,3.63,-888.88,-888.88,-888.88,29.15,-888.88,-888.88,-888.88,39.9465,3.96,51.653
1978,"10","1978-10",95.1,62.35,32.48,27.14,185.13,4.755,-888.88,-888.88,-888.88,152.72,2334.6,1978.17,422.76,9.51,-888.88,-888.88,-888.88,61.45,-888.88,-888.88,-888.88,76.5313,4.09,40.561
1978,"11","1978-11",70.3,14.61,10.54,14.04,37.69,5.285,-888.88,-888.88,-888.88,46.66,964,763.29,168.35,7,-888.88,-888.88,-888.88,35.15,-888.88,-888.88,-888.88,28.8164,4.39,21.138
1978,"12","1978-12",115,52.88,19.75,15.07,51.22,21.45,-888.88,-888.88,-888.88,75.44,1234.6,2218.38,298.83,13.71,-888.88,-888.88,-888.88,57.5,-888.88,-888.88,-888.88,49.0918,4.37,21.985
1979,"01","1979-01",231.5,23.15,27.67,23.15,45.56,32.1,-888.88,-888.88,-888.88,63.24,1342.4,2623.87,289.87,19.43,-888.88,-888.88,-888.88,115.75,-888.88,-888.88,-888.88,72.1242,4.51,14.846
1979,"02","1979-02",60.7,23.82,15.1,10.68,55.29,10.68,-888.88,-888.88,-888.88,64.36,1624,868,108.11,25.49,-888.88,-888.88,-888.88,53.4,-888.88,-888.88,-888.88,44.4457,4.14,34.156
1979,"03","1979-03",140.3,101.62,118.14,34.79,819.07,44.74,-888.88,-888.88,-888.88,295.61,4239,2959.39,1610.62,36.11,-888.88,-888.88,-888.88,101.5,-888.88,-888.88,-888.88,124.4689,4.05,42.729
1979,"04","1979-04",153.5,146.8,38.28,29.69,156.53,56.22,-888.88,-888.88,-888.88,333.83,4275.1,2644.86,583.77,42.51,-888.88,-888.88,-888.88,88.75,-888.88,-888.88,-888.88,105.1953,4.16,34.672
1979,"05","1979-05",161.8,80.82,16.82,16.18,106.92,56.63,-888.88,-888.88,-888.88,351.12,4102,3009.62,205.5,22.02,-888.88,-888.88,-888.88,80.9,-888.88,-888.88,-888.88,103.6374,4.19,31.115
1979,"06","1979-06",46.6,45.14,12.61,33.17,35.91,14.62,-888.88,-888.88,-888.88,46.6,1497.6,882.67,93.75,7.31,-888.88,-888.88,-888.88,23.3,-888.88,-888.88,-888.88,35.0985,4.12,38.212
1979,"07","1979-07",82,22.75,9.76,20.67,36.53,22.67,-888.88,-888.88,-888.88,94.33,2205.2,1138.85,166.61,16.84,-888.88,-888.88,-888.88,45.8,-888.88,-888.88,-888.88,76.4412,4.03,43.661
1979,"08","1979-08",131.6,73.14,22.37,68.37,35.63,35.11,-888.88,-888.88,-888.88,207.12,4028.2,1891.46,218.19,15.5,-888.88,-888.88,-888.88,67.85,-888.88,-888.88,-888.88,102.0726,4.11,37.907
1979,"09","1979-09",127.6,80.79,31.17,52.7,103.03,34.27,-888.88,-888.88,-888.88,67.62,1742.56,1000.49,334.71,5.46,-888.88,-888.88,-888.88,80.75,-888.88,-888.88,-888.88,56.4809,4.35,22.126
1979,"10","1979-10",163.4,78.97,24.52,203.04,103.3,11.13,-888.88,-888.88,-888.88,206.94,3263.6,2153.26,399.41,23.38,-888.88,-888.88,-888.88,81.7,-888.88,-888.88,-888.88,76.6612,4.33,25.466
1979,"11","1979-11",128.5,75.98,44.15,54.47,252.67,30.74,-888.88,-888.88,-888.88,342.88,3544.2,3554.45,590.2,43.63,-888.88,-888.88,-888.88,67.2,-888.88,-888.88,-888.88,104.9778,4.09,22.082
1979,"12","1979-12",79.3,37.99,13.15,42.78,63.05,34.64,-888.88,-888.88,-888.88,111.44,1525.5,1214.68,152.6,37.35,-888.88,-888.88,-888.88,39.65,-888.88,-888.88,-888.88,39.3224,4.3,26.481
1980,"01","1980-01",53.5,67.92,29.3,21.86,243.68,12.33,-888.88,-888.88,-888.88,60.94,693,1082.99,427.88,6.98,-888.88,-888.88,-888.88,26.75,-888.88,-888.88,-888.88,24.4183,4.34,26.638
1980,"02","1980-02",41.3,39.62,6.85,11.27,41.13,10.81,-888.88,-888.88,-888.88,28.94,525.6,1081.05,128.36,6.17,-888.88,-888.88,-888.88,24.05,-888.88,-888.88,-888.88,23.1138,4.25,28.509
1980,"03","1980-03",146.5,108.82,23.6,31.41,96.18,42.19,-888.88,-888.88,-888.88,236.79,2177.9,2338.89,275.69,10.71,-888.88,-888.88,-888.88,92.95,-888.88,-888.88,-888.88,67.2617,4.34,24.892
1980,"04","1980-04",135,279.25,68.15,50.75,261.46,38.12,-888.88,-888.88,-888.88,431.28,4060.9,2608.46,402.71,25.96,-888.88,-888.88,-888.88,77.9,-888.88,-888.88,-888.88,87.72,4.19,37.391
1980,"05","1980-05",58.4,116.78,40.33,52.57,31.4,26.34,-888.88,-888.88,-888.88,232.88,1788.2,1051.51,115.18,25.67,-888.88,-888.88,-888.88,29.2,-888.88,-888.88,-888.88,36.6915,4.2,34.493
1980,"06","1980-06",81.3,97.27,23.63,72.27,98.81,15.8,-888.88,-888.88,-888.88,165.28,2346.3,1335.83,228.83,15.03,-888.88,-888.88,-888.88,40.65,-888.88,-888.88,-888.88,64.288,4.1,41.39
1980,"07","1980-07",91.9,83.97,16.17,22.46,27.82,8.12,-888.88,-888.88,-888.88,171.69,3148,1470.67,181.85,12.69,-888.88,-888.88,-888.88,45.95,-888.88,-888.88,-888.88,71.2509,4.11,40.197
1980,"08","1980-08",91.5,73.31,12.89,15.74,48.58,8.86,-888.88,-888.88,-888.88,274.71,4010.8,1819.88,164.44,11.11,-888.88,-888.88,-888.88,45.75,-888.88,-888.88,-888.88,89.0142,4.01,47.721
1980,"09","1980-09",136.1,123.09,63.55,110.43,105.9,11.04,-888.88,-888.88,-888.88,347.62,4894.4,2614.02,213.44,13.61,-888.88,-888.88,-888.88,68.05,-888.88,-888.88,-888.88,119.1371,4.06,44.565
1980,"10","1980-10",123.4,145.99,36.74,50.02,276.57,7.16,-888.88,-888.88,-888.88,183.44,2168,1779.54,242.31,7.03,-888.88,-888.88,-888.88,70.7,-888.88,-888.88,-888.88,61.2848,4.3,26.704
1980,"11","1980-11",130.1,166.08,23.18,55.9,43.88,15.96,-888.88,-888.88,-888.88,265.6,1833.1,2272.69,138.34,9.84,-888.88,-888.88,-888.88,65.05,-888.88,-888.88,-888.88,50.7348,4.41,22.411
1980,"12","1980-12",77.2,76.48,10.26,25.89,118.02,11.56,-888.88,-888.88,-888.88,147.71,1018,2031.56,239.9,12.8,-888.88,-888.88,-888.88,38.6,-888.88,-888.88,-888.88,42.3461,4.26,29.047
1981,"01","1981-01",25.8,25.83,2.69,4.54,26.81,5.05,-888.88,-888.88,-888.88,20.95,266,1267.7,135.31,5.16,-888.88,-888.88,-888.88,12.9,-888.88,-888.88,-888.88,23.7024,4.04,46.523
1981,"02","1981-02",297.5,107.53,136.11,74.94,1074.12,36.28,-888.88,-888.88,-888.88,246.97,2892.1,1844.37,1802.8,42.43,-888.88,-888.88,-888.88,148.75,-888.88,-888.88,-888.88,72.9028,4.61,14.814
1981,"03","1981-03",43.4,92.8,16.64,10.93,84.41,9.19,-888.88,-888.88,-888.88,105.52,873,1525.51,134.02,10.29,-888.88,-888.88,-888.88,21.7,-888.88,-888.88,-888.88,29.8786,4.16,36.609
1981,"04","1981-04",121.7,280.67,53.59,65.21,103.29,36.06,-888.88,-888.88,-888.88,556.56,4993.2,3052.33,224.94,35.58,-888.88,-888.88,-888.88,84.65,-888.88,-888.88,-888.88,110.2812,4.04,46.184
1981,"05","1981-05",135.3,159.71,84.72,257.33,279.59,38.22,-888.88,-888.88,-888.88,407.6,4198,1851.23,466.27,50.8,-888.88,-888.88,-888.88,88.75,-888.88,-888.88,-888.88,77.4217,4.24,31.557
1981,"06","1981-06",150,101.56,22.11,76.32,30,30.97,-888.88,-888.88,-888.88,425.7,5328,2251.94,129.52,27.96,-888.88,-888.88,-888.88,86.85,-888.88,-888.88,-888.88,111.9382,4.13,36.582
1981,"07","1981-07",234,177.49,44.27,52.4,45.67,58.45,-888.88,-888.88,-888.88,294.28,5332.9,2716.79,175.46,46.87,-888.88,-888.88,-888.88,140.05,-888.88,-888.88,-888.88,112.1164,4.32,24.077
1981,"08","1981-08",150.4,57.27,16.3,113.04,17.14,0.06,-888.88,-888.88,-888.88,429.06,5493.3,1573.64,118.96,37.14,-888.88,-888.88,-888.88,75.2,-888.88,-888.88,-888.88,106.9695,4.15,35.494
1981,"09","1981-09",159.8,121.47,25.63,93.37,71.39,9.65,-888.88,-888.88,-888.88,559.99,4917.9,2449.84,190.76,34.11,-888.88,-888.88,-888.88,79.9,-888.88,-888.88,-888.88,108.3452,4.17,33.063
1981,"10","1981-10",197.2,32.92,23.02,87.39,85.72,3.3,-888.88,-888.88,-888.88,125.52,2107.6,1451.66,192.55,14.87,-888.88,-888.88,-888.88,98.6,-888.88,-888.88,-888.88,58.9917,4.52,15.143
1981,"11","1981-11",72,38.17,11.78,18.76,40.58,9.16,-888.88,-888.88,-888.88,126.06,1343.5,1126.75,89.67,8.29,-888.88,-888.88,-888.88,36,-888.88,-888.88,-888.88,34.0701,4.32,25.325
1981,"12","1981-12",148.8,34.14,15.61,17.07,35.09,1.46,-888.88,-888.88,-888.88,64.42,959.8,1455.59,94.72,8.47,-888.88,-888.88,-888.88,74.4,-888.88,-888.88,-888.88,34.6111,4.63,11.819
1982,"01","1982-01",134.9,38.17,13.49,15.39,58.9,4.35,-888.88,-888.88,-888.88,75.49,955.3,1425.36,150.92,13.49,-888.88,-888.88,-888.88,67.45,-888.88,-888.88,-888.88,34.0465,4.6,13.45
1982,"02","1982-02",77.5,28.4,11.71,7.75,49.15,6.78,-888.88,-888.88,-888.88,52.66,928.7,1351.04,102.09,6.56,-888.88,-888.88,-888.88,38.75,-888.88,-888.88,-888.88,29.2343,4.42,19.631
1982,"03","1982-03",117.5,120.9,25.45,16.39,102.17,21.98,-888.88,-888.88,-888.88,186.53,2515.2,2128.9,156.54,7.67,-888.88,-888.88,-888.88,87.8,-888.88,-888.88,-888.88,63.448,4.27,28.222
1982,"04","1982-04",111.7,277.99,59.67,32.51,117.45,26.16,-888.88,-888.88,-888.88,365.52,2839,3475.85,219.77,23.76,-888.88,-888.88,-888.88,97.05,-888.88,-888.88,-888.88,70.8175,4.2,35.63
1982,"05","1982-05",31.5,52.56,19.98,114.57,6.6,15.06,-888.88,-888.88,-888.88,94.08,848.4,418.77,40.86,26.97,-888.88,-888.88,-888.88,19.2,-888.88,-888.88,-888.88,16.6675,4.28,28.074
1982,"06","1982-06",163.5,76.68,17.16,74.37,58.56,6.82,-888.88,-888.88,-888.88,273.64,3016,1845.05,143.82,22.09,-888.88,-888.88,-888.88,83.1,-888.88,-888.88,-888.88,64.277,4.41,20.65
1982,"07","1982-07",76.4,13.28,7.64,17.16,15.28,0,-888.88,-888.88,-888.88,123.88,2062.8,1081.12,52.54,7.64,-888.88,-888.88,-888.88,38.2,-888.88,-888.88,-888.88,93.3713,3.91,30.582
1982,"08","1982-08",72.2,49.12,9.22,39.2,17.9,7.92,-888.88,-888.88,-888.88,94.06,1386.6,775.76,62.92,24.71,-888.88,-888.88,-888.88,36.1,-888.88,-888.88,-888.88,28.2321,4.41,21.604
1982,"09","1982-09",114.3,31.14,11.43,26.88,22.23,4.65,-888.88,-888.88,-888.88,267.06,3651.9,1432.92,84.03,18.21,-888.88,-888.88,-888.88,57.15,-888.88,-888.88,-888.88,78.5326,4.16,32.382
1982,"10","1982-10",51.7,22.37,6.61,96.37,15.26,0,-888.88,-888.88,-888.88,123.72,1410.2,893.92,54.41,8.98,-888.88,-888.88,-888.88,25.85,-888.88,-888.88,-888.88,39.4937,4.12,31.279
1982,"11","1982-11",149.9,86.99,50.25,56.79,313.65,1.26,-888.88,-888.88,-888.88,215.07,3056,2639.54,425.25,12.02,-888.88,-888.88,-888.88,74.95,-888.88,-888.88,-888.88,69.9746,4.33,25.854
